context,candidates,target_position,target_lemma,pos_tag,gold_subst,gold_subst_weights
"['After', 'years', 'of', 'wanting', 'one', 'of', 'those', 'plastic', 'flamingos', 'in', 'the', 'front', 'yard', ',', 'the', 'in-laws', 'brought', 'a', 'light-up', 'version', '.']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",12,yard,n,"['garden', 'enclosure', 'patio', 'lawn']","[5.0, 1.0, 1.0, 1.0]"
"['Over', 'two-thirds', 'of', 'the', 'lace-', 'runners', 'lived', 'in', 'Compton', 'or', 'the', 'adjacent', 'areas', ',', 'with', 'a', 'smaller', 'group', 'in', 'Mutton', 'Lane', 'and', 'others', 'scattered', 'around', 'the', 'other', 'working', 'class', 'areas', 'of', 'the', 'town', ',', 'although', 'curiously', ',', 'not', 'in', 'the', 'densely-populated', 'yards', 'off', 'Dig', 'Street', '.']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",41,yard,n,"['enclosure', 'work area', 'cul de sac', 'lot', 'depot', 'area']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Inside', 'the', 'fenced', 'yard', 'was', 'a', 'gigantic', 'fireplace', ',', 'and', 'beside', 'it', 'was', 'a', 'pile', 'of', 'huge', 'bones', '.']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",3,yard,n,"['enclosure', 'lot', 'area', 'courtyard']","[2.0, 1.0, 1.0, 1.0]"
"['This', 'goes', 'back', 'to', 'the', 'grade', 'school', 'playground', 'rules', ',', 'you', 'should', 'tell', 'on', 'the', 'school', 'yard', 'bully', ',', 'but', 'you', 'will', 'not', 'since', 'your', 'friends', 'will', 'think', 'your', 'a', 'snitch', '.']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",16,yard,n,"['playground', 'ground']","[4.0, 1.0]"
"['Are', 'you', 'sick', 'of', 'dragging', 'the', 'hose', 'and', 'sprinkler', 'around', 'the', 'yard', '?']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",11,yard,n,['garden'],[5.0]
"['The', 'rapid', 'disintegration', 'of', 'apparently', 'strong', 'and', 'united', 'countries', ',', 'and', 'the', 'bitter', 'internal', 'conflicts', 'which', 'usually', 'followed', ',', 'has', 'made', 'a', 'real', 'impact', 'in', 'Rangoon', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",4,apparently,r,"['seemingly', 'ostensibly']","[5.0, 1.0]"
"['For', 'example', 'in', '1794', 'a', 'man', 'called', 'Isaac', 'Rooke', 'was', 'found', 'apparently', 'dead', 'in', 'a', 'close', 'near', 'Nottingham', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",11,apparently,r,"['seemingly', 'looking', 'supposedly']","[3.0, 1.0, 1.0]"
"['Moreover', ',', 'play', 'seems', 'not', 'only', 'inefficient', 'because', 'of', 'its', 'vigor', ';', 'it', 'seems', 'to', 'be', 'sometimes', 'downright', 'dangerous', ',', 'exposing', 'the', 'organism', 'to', 'apparently', 'unnecessary', 'risks', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",24,apparently,r,"['seemingly', 'plainly', 'obviously', 'evidently', 'clearly']","[4.0, 1.0, 1.0, 1.0, 1.0]"
"['However', ',', 'this', 'apparently', 'crushing', 'blow', 'early', 'in', 'a', 'promising', 'career', 'took', 'a', 'strange', 'twist', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",3,apparently,r,"['seemingly', 'ostensibly', 'supposedly']","[5.0, 1.0, 1.0]"
"['The', 'rest', 'of', 'the', 'world', 'is', 'apparently', 'not', 'doing', 'too', 'differently', 'or', 'even', 'better', ',', 'whatever', 'the', 'latter', 'may', 'mean', 'in', 'consequence', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",6,apparently,r,"['seemingly', 'evidently', 'palpably']","[4.0, 1.0, 1.0]"
"['The', 'chilling', 'conclusion', 'is', 'that', 'apparently', 'fairly', 'modest', 'changes', 'in', 'initial', 'conditions', 'can', 'produce', 'huge', 'differences', 'in', 'the', 'final', 'outcome', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",5,apparently,r,"['seemingly', 'ostensibly', 'evidently']","[5.0, 1.0, 1.0]"
"['""', 'The', 'system', 'apparently', 'requires', 'nothing', 'more', 'than', 'an', 'Internet', 'connection', 'and', 'a', 'Web', 'browser', 'to', 'use', '--', 'no', 'software', 'or', 'hardware', 'required', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",3,apparently,r,"['seemingly', 'evidently', 'supposedly']","[4.0, 1.0, 1.0]"
"['The', 'world', 'has', 'been', 'apparently', 'powerless', 'to', 'do', 'anything', 'about', 'it', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",4,apparently,r,"['seemingly', 'manifestly', 'obviously', 'evidently', 'clearly']","[3.0, 1.0, 1.0, 1.0, 1.0]"
"['In', 'those', 'twenty', 'years', ',', 'the', 'National', 'Highway', 'Traffic', 'Safety', 'Administration', 'has', 'apparently', 'never', 'deemed', 'the', 'location', 'of', 'the', 'Malibu', ""'s"", 'fuel', 'system', 'to', 'be', 'a', 'problem', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",12,apparently,r,"['seemingly', 'manifestly', 'evidently']","[4.0, 1.0, 1.0]"
"['Apparently', 'you', 'had', 'to', 'write', 'in', 'to', 'the', 'show', 'requesting', 'tickets', 'at', 'least', '9', 'months', 'in', 'advance', '.']","['clearly', 'evidently', 'looking', 'manifestly', 'obviously', 'ostensibly', 'palpably', 'plainly', 'seemingly', 'supposedly']",0,apparently,r,"['seemingly', 'it seems', 'evidently']","[3.0, 2.0, 1.0]"
"['As', 'well', 'as', 'this', ',', 'Newton', 'was', 'no', 'longer', 'around', 'to', 'tear', 'strips', 'off', 'anyone', 'who', 'dared', 'to', 'disagree', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",9,around,r,"['about', 'here', 'there', 'in the vicinity', 'living', 'alive']","[4.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['No', ',', 'but', 'will', 'he', 'be', 'in', 'a', 'year', 'or', 'two', '...', 'probably', 'and', 'he', 'most', 'likely', 'would', ""n't"", 'have', 'been', 'around', 'in', 'two', 'years', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",21,around,r,"['about', 'here', 'there', 'in the vicinity', 'living']","[4.0, 1.0, 1.0, 1.0, 1.0]"
"['Bolt', 'the', 'mount', 'on', 'and', 'then', 'secure', 'the', 'whole', 'thing', 'with', 'a', 'small', 'zip', 'tie', 'through', 'one', 'of', 'the', 'original', 'holes', 'at', 'the', 'bottom', 'of', 'the', 'map', 'holder', 'and', 'around', 'the', 'mount', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",29,around,r,"['about', 'surrounding', 'over', 'encircling', 'round']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['A', ':', 'Me', 'and', 'if', 'I', 'am', 'not', 'around', ',', 'Marcus', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",8,around,r,"['about', 'here', 'there', 'in the vicinity']","[4.0, 1.0, 1.0, 1.0]"
"['For', 'the', 'last', 'bit', 'of', 'the', 'ramp', 'it', 'wraps', 'around', 'and', 'starts', 'again', 'from', 'T=0', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",9,around,r,"['round', 'about', 'over', 'back on itself']","[2.0, 2.0, 1.0, 1.0]"
"['The', 'strength', 'of', 'its', 'radiation', 'increases', 'with', 'altitude', ',', 'as', 'does', 'its', 'boundaries', ',', 'until', 'it', 'completely', 'merges', 'with', 'the', 'inner', 'belt', 'proper', 'at', 'around', '600', 'miles', 'from', 'the', 'surface', 'of', 'the', 'Earth', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",24,around,r,"['about', 'approximately', 'roughly', 'close to']","[4.0, 2.0, 1.0, 1.0]"
"['This', 'will', 'be', 'a', 'Halloween', 'he', 'will', 'never', 'forget!', ""'"", 'And', 'with', 'that', 'they', 'returned', 'to', 'kicking', 'the', 'ball', 'around', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",19,around,r,"['about', 'here and there']","[5.0, 1.0]"
"['It', ""'s"", 'tasty', 'and', 'a', 'great', 'deal', 'at', 'around', 'ten', 'bucks', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",8,around,r,"['about', 'approximately', 'roughly', 'close to']","[3.0, 3.0, 1.0, 1.0]"
"['I', 'think', 'that', 'Maya', 'Angelou', ""'s"", 'words', 'will', 'be', 'very', 'inspiring', 'to', 'readers', 'all', 'around', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",14,around,r,"['over', 'everywhere', 'through out the world', 'all over']","[3.0, 2.0, 1.0, 1.0]"
"['Been', 'around', 'longer', 'than', 'some', 'of', 'my', 'kids', '.']","['about', 'alive', 'approximately', 'encircling', 'everywhere', 'here', 'living', 'over', 'roughly', 'round', 'surrounding', 'there']",1,around,r,"['about', 'here', 'in the vicinity', 'living', 'alive']","[4.0, 1.0, 1.0, 1.0, 1.0]"
"['I', 'mean', ',', 'if', 'you', 'just', 'let', 'it', 'run', 'wild', ',', 'people', 'will', 'walk', 'away', 'with', 'a', 'negative', 'impression', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",14,away,r,"['off', 'depart', 'head off', 'go', 'leave']","[4.0, 1.0, 1.0, 1.0, 1.0]"
"['The', 'following', 'day', 'she', 'was', 'out', 'there', 'on', 'the', 'steps', 'screaming', 'and', 'yelling', ',', '""', 'They', ""'re"", 'taking', 'our', 'land', 'away', 'from', 'us', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",20,away,r,"['stealing', 'seizing', 'removing', 'confiscate', 'off', 'and removing it']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['They', 'just', 'go', 'ahead', 'and', 'puff', 'away', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",6,away,r,"['repeatedly', 'with impunity', 'continuously', 'along']","[2.0, 1.0, 1.0, 1.0]"
"['Less', 'any', 'deductible', 'expenses', 'that', 'they', 'paid', 'in', 'the', 'quarter', ',', 'and', 'any', 'deductible', 'expenses', 'that', 'were', 'paid', 'away', 'in', 'the', 'quarter', 'at', 'their', 'direction', 'by', 'another', 'person', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",18,away,r,"['out', 'continuously', 'off']","[1.0, 1.0, 1.0]"
"['""', 'Instead', 'of', 'pushing', 'away', ',', 'there', 'were', 'movements', 'of', 'acceptance', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",4,away,r,"['off', 'repel', 'distancing themselves', 'rebuff']","[2.0, 1.0, 1.0, 1.0]"
"['If', 'two', 'planes', 'are', 'on', 'a', 'collision', 'course', ',', 'they', 'are', 'directed', 'away', 'from', 'each', 'other', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",12,away,r,"['apart', 'afar', 'aside']","[4.0, 1.0, 1.0]"
"['The', 'majority', 'of', 'home', 'and', 'apartment', 'burglaries', 'occur', 'during', 'the', 'daytime', 'when', 'most', 'people', 'are', 'away', 'at', 'work', 'or', 'school', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",15,away,r,"['out', 'absent', 'gone', 'elsewhere']","[4.0, 2.0, 1.0, 1.0]"
"['Keep', 'it', 'at', 'least', '6', 'inches', 'away', 'from', 'the', 'trunk', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",6,away,r,"['distant', 'apart', 'distance']","[2.0, 2.0, 1.0]"
"['Your', 'expiration', 'date', 'will', 'change', 'if', 'the', 'current', 'expiration', 'date', 'is', 'more', 'than', '35', 'days', 'away', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",15,away,r,"['distant', 'off', 'out', 'in the future', 'hence']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['When', 'we', 'arrived', 'we', 'saw', 'some', 'of', 'our', 'colleagues', 'up', 'on', 'the', 'bar', 'counter', 'boogying', 'away', '-', 'so', 'of', 'course', 'we', 'got', 'up', 'there', 'and', 'joined', 'in', 'the', 'fun', '.']","['absent', 'afar', 'ahead', 'along', 'apart', 'aside', 'confiscate', 'continuously', 'depart', 'distance', 'distant', 'elsewhere', 'go', 'gone', 'hence', 'leave', 'off', 'out', 'rebuff', 'removing', 'repeatedly', 'repel', 'seizing', 'stealing']",15,away,r,"['continuously', 'ahead', 'along', 'repeatedly']","[2.0, 1.0, 1.0, 1.0]"
"['It', 'does', 'this', 'by', 'averaging', 'the', 'red', ',', 'green', ',', 'and', 'blue', 'colours', 'around', 'each', 'pixel', 'position', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",11,blue,a,['sapphire'],[1.0]
"['I', 'hope', 'you', 'guys', 'have', ""n't"", 'thought', 'I', ""'ve"", 'been', 'feeling', 'blue', 'this', 'whole', 'week', ',', 'after', 'last', 'week', ""'s"", 'appointment', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",11,blue,a,"['sad', 'depressed', 'down', 'unhappy', 'melancholy']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['But', 'when', 'Daniel', 'turned', 'blue', 'one', 'time', 'and', 'he', 'totally', 'stopped', 'breathing', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",4,blue,a,"['pale grey', 'grey']","[1.0, 1.0]"
"['The', 'common', 'image', 'of', 'the', 'sky', 'is', 'that', 'of', 'a', 'blue', 'dome', 'enclosing', 'us', 'and', 'touching', 'the', 'earth', 'at', 'the', 'horizon', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",10,blue,a,"['azure', 'sapphire']","[2.0, 1.0]"
"['As', 'Lynn', 'Bartels', 'reviews', 'in', 'an', 'excellent', 'article', 'for', 'the', 'January', '22', 'Rocky', 'Mountain', 'News', ',', 'State', 'Senator', 'Jennifer', 'Veiga', ',', 'a', 'Democrat', 'from', 'Denver', ',', 'has', 'introduced', 'Senate', 'Bill', '77', 'to', 'repeal', 'a', 'section', 'of', 'the', 'blue', 'laws', 'that', 'prohibits', 'the', 'sale', 'of', 'most', 'alcohol', 'on', 'Sundays', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",37,blue,a,"['conservative', 'pn']","[1.0, 1.0]"
"['Do', 'they', 'use', 'research', ',', 'brainstorming', ',', 'linguistics', ',', 'databases', ',', 'software', ',', 'blue', 'sky', ',', 'or', 'proprietary', 'creation', 'tactics', '?']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",13,blue,a,"['speculative', 'sapphire']","[1.0, 1.0]"
"['Carbs', 'will', 'fast-flame', 'but', 'then', 'you', 'go', 'into', 'low', 'blood', 'sugar', 'and', 'you', 'start', 'to', 'feel', 'blue', 'and', 'will', 'forget', 'what', 'delirious', 'pleasure', 'it', 'is', 'to', 'be', 'a', 'Bottom', 'Feeder', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",16,blue,a,"['depressed', 'down', 'sad', 'unhappy', 'melancholy']","[2.0, 2.0, 2.0, 1.0, 1.0]"
"['Phalanxes', 'of', 'hookers', 're-emerge', 'on', 'Bourbon', 'Street', ',', 'music', 'fills', 'the', 'air', ',', 'the', 'night', 'turns', 'blue', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",16,blue,a,"['indecent', 'cobalt', 'shady', 'pornographic', 'naughty']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['Every', 'time', 'I', 'got', 'blue', ',', 'I', 'would', 'put', 'on', 'the', 'song', ',', 'turn', 'it', 'up', 'really', 'loud', 'and', 'dance', 'around', 'the', 'living', 'room', 'for', 'twenty', 'minutes', 'and', 'I', 'would', 'feel', 'better', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",4,blue,a,"['sad', 'depressed']","[3.0, 2.0]"
"['I.ve', 'never', 'once', 'had', 'my', 'skin', 'turn', 'blue', ',', 'or', 'had', 'any', 'real', 'problems', 'with', 'circulation', '.']","['azure', 'cobalt', 'conservative', 'depressed', 'down', 'grey', 'indecent', 'melancholy', 'naughty', 'pn', 'pornographic', 'purple', 'sad', 'sapphire', 'shady', 'speculative', 'unhappy']",7,blue,a,"['purple', 'grey']","[1.0, 1.0]"
"['The', 'first', 'is', 'that', 'the', '""', 'check', '""', 'buttons', 'on', 'the', 'WEB', 'form', 'do', 'not', 'stop', 'respondents', 'checking', 'more', 'than', 'one', 'response', 'at', 'a', 'time', '.']","['admit', 'confirm', 'examine', 'inspect', 'investigate', 'mark', 'note', 'put', 'register', 'report', 'scrutinise', 'search', 'select', 'submit', 'survey', 'test', 'tick', 'verify']",17,check,v,"['tick', 'select', 'mark', 'examine']","[3.0, 2.0, 1.0, 1.0]"
